Q1,Q2,Q3,Q4,Q5,Q5_6_TEXT,Q6,Q6_6_TEXT,Q7,Q7_14_TEXT,Q8_4,Q9,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27_2,Q28,Q29,Q30_4,Q31,Q32_4,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q33_7,Q33_8,Q33_9,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q35,Q36,Q37,Q38,Q39,Q39_44_TEXT,Q40,Q41,Q41_19_TEXT,Q42,Q43,Q44,Q45,Q46,Q46_101_TEXT,Finished
Yes,Yes,Nonequity,Yes,Nonequity incentive compensation,,"Formulaic, based on individual performance",,"401K,Cash balance pension plan,Medical",,3,No,Organization doesn't compensate for overtime,,7,Yes,800k,No,No,Yes,Yes,1300,1000,Increase,Increase,200,1500000,No,0,,0,Very satisfied,No,,Somewhat more,,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Mostly satisfied,Very dissatisfied,Mostly satisfied,Mostly satisfied,Extremely important,Not important,Somewhat important,Somewhat important,Somewhat important,Yes,1300,900,2,Real Estate,,United States,Washington D.C.,,20006,Male,71,White,Other,,1
Yes,Yes,Nonequity,Yes,"Bonus,Nonequity incentive compensation,Stock",,"Discretionary, based on firm performance",,"401K,Profit sharing plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,3,No,Time and a half,,9,Yes,"200,000",Yes,Yes,Yes,Yes,465,1400,Stay the same,Decrease,800,200000,No,0,,20,Very satisfied,No,,Somewhat less,,Very satisfied,Very satisfied,Mostly satisfied,Very satisfied,Very satisfied,Mostly satisfied,Very satisfied,Very satisfied,Very satisfied,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,180,140,37,Employment,,United States,Phoenix,,89509,Female,67,White,Other,,1
Yes,Yes,Equity,No,,,Entirely discretionary,,"401K,Defined benefit pension plan,Medical,Dental,Long-term disability,Life insurance",,0,No,Time and a half,,10,Yes,1000000,No,No,No,Yes,1000,1700,Stay the same,Increase,800,800000,Yes,550000,5,,Somewhat satisfied,No,,Somewhat less,30,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Extremely important,Somewhat important,Not important,Somewhat important,Not important,Yes,1500,500,15,General Litigation,,North America (non-U.S.),,,,Male,50,White,Cornell University,,1
Yes,Yes,Nonequity,No,Bonus,,"Discretionary, based on firm performance",,"401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance,Gym/health club membership",,0,No,Organization doesn't compensate for overtime,,8,No,,No,No,Yes,No,560,1560,Increase,Stay the same,130,324000,Yes,0,8,,Somewhat satisfied,Yes,15,Somewhat less,,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Extremely important,Extremely important,Somewhat important,Highly important,Highly important,Yes,1600,900,10,Benefits,,United States,Seattle,,98104,Female,43,White,Cornell University,,1
Yes,Yes,Equity,Yes,,,Entirely discretionary,,"401K,Profit sharing plan,Cash balance pension plan,SERP (Supplemental Executive Retirement Plan),Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,10,No,,Yes,No,Yes,No,500,1150,Increase,Increase,750,300000,Yes,0,,10,Somewhat dissatisfied,No,,Somewhat less,5,Mostly dissatisfied,Very satisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Mostly dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Extremely important,Extremely important,Not important,Extremely important,Somewhat important,Yes,160,80,4,Real Estate,,United States,Other (Please specify),Cincinnati,45202,Male,42,White,Other,,1
Yes,Yes,Nonequity,Yes,Nonequity incentive compensation,,"Discretionary, based on firm performance",,"Profit sharing plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,,No,Time and a half,,9,Yes,300000,No,No,Yes,No,395,1800,Stay the same,Decrease,350,250000,Yes,132000,,10,Somewhat satisfied,Yes,25,About the same,,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Mostly satisfied,Highly important,Somewhat important,Not important,Somewhat important,Somewhat important,Yes,301,150,4,General Litigation,,United States,Minneapolis,,55402,Female,35,White,University of Minnesota,,1
Yes,Yes,Nonequity,No,Bonus,,Other,"A messy combination of factors, including billing credit, hours, etc.","401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,8,No,,Yes,Yes,Yes,Yes,1050,1800,Increase,Increase,350,460000,No,420000,7,,Very dissatisfied,Yes,15,Much less,,Very dissatisfied,Very satisfied,Mostly dissatisfied,Mostly dissatisfied,Very satisfied,Mostly dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Very satisfied,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Yes,1800,800,8,Class Action,,United States,San Francisco,,94306,Male,85,White,University of Michigan--Ann Arbor,,1
Yes,Yes,Equity,No,,,"Discretionary, based on firm performance",,"401K,Cash balance pension plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,8,No,,No,Yes,Yes,No,785,1625,Stay the same,Decrease,600,1775000,Yes,0,9,,Very satisfied,Yes,0,Somewhat more,34,Very satisfied,Mostly satisfied,Very satisfied,Very satisfied,Very satisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Very satisfied,Highly important,Extremely important,Somewhat important,Extremely important,Somewhat important,Yes,900,190,23,Employment,,United States,Chicago,,60606,Male,59,White,University of North Carolina--Chapel Hill,,1
Yes,Yes,Equity,No,"Bonus,Nonequity incentive compensation",,Other,"Formulaic, based on a blend of individual and firm performance","401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,4.5,No,Other,Only non-salary staff are compensated for overtime.,6,No,,Yes,No,Yes,Yes,520,1500,Increase,Decrease,700,374000,No,170000,5,,Somewhat dissatisfied,No,,Much less,100,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Very satisfied,Very satisfied,Mostly dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Extremely important,Highly important,Somewhat important,Somewhat important,Somewhat important,Yes,90,28,9,Intellectual Property,,United States,Other (Please specify),Spokane,99201,Female,54,White,Other,,1
Yes,Yes,Equity,No,Other,points,Entirely discretionary,,"401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,10,Yes,"4,000,000",No,Yes,No,No,1400,1845,Stay the same,Stay the same,550,1800000,No,0,13,,Somewhat dissatisfied,No,,About the same,5,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Mostly satisfied,Very satisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Mostly satisfied,Mostly satisfied,Highly important,Highly important,Not important,Highly important,Somewhat important,Yes,1000,300,16,Environmental,,United States,Washington D.C.,,20001,Female,57,White,George Washington University,,1
Yes,Yes,Nonequity,No,Bonus,,"Formulaic, based on individual performance",,"401K,Defined benefit pension plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance,Gym/health club membership",,0,Yes,Time and a half,,6,No,,Yes,Yes,Yes,Yes,1050,1950,Stay the same,Stay the same,200,480000,Yes,385000,5,,Somewhat satisfied,No,,About the same,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat important,Highly important,Somewhat important,Somewhat important,Somewhat important,No,1000,500,5,Intellectual Property,,United States,Washington D.C.,,20001,Male,55,Asian,University of New Hampshire,,1
Yes,Yes,Equity,Yes,,,Entirely discretionary,,"401K,Profit sharing plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,8,No,,Yes,Yes,Yes,No,975,1400,Increase,Stay the same,400,800000,No,0,,15,Very satisfied,Yes,15,Somewhat more,40,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Highly important,Not important,Not important,Somewhat important,Not important,Yes,650,300,3,Benefits,,United States,Philadelphia,,19103,Male,63,White,University of Pennsylvania (Carey),,1
Yes,Yes,Equity,Yes,Bonus,,"Discretionary, based on firm performance",,"401K,Profit sharing plan,Cash balance pension plan,Medical,Dental",,0,No,Time and a half,,10,Yes,1100000,No,No,Yes,No,1000,2000,Increase,Increase,750,2100000,Yes,50000,,0,Neither satisfied or dissatisfied,No,,About the same,15,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,350,100,9,Intellectual Property,,United States,San Francisco,,94025,Female,50,Asian,Other,,1
Yes,Yes,Nonequity,Yes,Bonus,,"Formulaic, based on individual performance",,"401K,Profit sharing plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,8,No,,No,No,Yes,No,330,1500,Decrease,Increase,450,177000,No,"115,000",,-30,Very satisfied,No,,About the same,,Mostly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Very satisfied,Mostly satisfied,Somewhat important,Highly important,Somewhat important,Extremely important,Somewhat important,Yes,100,53,4,General Litigation,,United States,Boston,,3301,Male,38,White,Other,,1
Yes,Yes,Equity,Yes,Bonus,,"Discretionary, based on firm performance",,Profit sharing plan,,,No,Organization doesn't compensate for overtime,,7,No,,Yes,No,No,No,900,2000,Stay the same,Decrease,400,1400000,Yes,0,,5,Somewhat satisfied,No,,Somewhat more,0,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Mostly satisfied,Mostly dissatisfied,Mostly satisfied,Mostly dissatisfied,Highly important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,500,200,31,Appellate,,North America (non-U.S.),,,,Male,66,White,Other,,1
Yes,Yes,Equity,No,"Bonus,Nonequity incentive compensation,Cashouts",,Entirely discretionary,,"401K,Profit sharing plan,Defined benefit pension plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,100,Yes,Time and a half,,8,Yes,850000,No,No,Yes,No,560,2300,Stay the same,Decrease,400,875000,No,615000,8,,Very satisfied,No,,About the same,20,Mostly satisfied,Neither satisfied nor dissatisfied,Very satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Not important,Somewhat important,Somewhat important,Highly important,Not important,Yes,65,21,12,Intellectual Property,,United States,Other (Please specify),New Jersey,7702,Male,56,Mixed race,Seton Hall University,,1
Yes,Yes,Equity,No,Bonus,,Other,"Bonus pool set by budget and occasionally adjusted based on firm performance, awards are fully discretionary.","401K,Cash balance pension plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Other,Overtime at 1.5x only for non-exempt staff,7,Yes,511250,No,No,Yes,No,600,1156,Decrease,Increase,1204,600000,Yes,0,8,,Somewhat satisfied,Yes,15,About the same,5.6,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Very satisfied,Mostly satisfied,Somewhat important,Not important,Not important,Extremely important,Not important,Yes,360,214,14,Intellectual Property,,United States,Other (Please specify),"Portland, Oregon",97205,Male,52,Prefer not to identify,Other,,1
Yes,Yes,Equity,Yes,Bonus,,"Formulaic, based on individual performance",,"401K,Profit sharing plan,Defined benefit pension plan,Cash balance pension plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,10,No,Time and a half,,7,Yes,"400,000",No,No,No,Yes,600,1500,Increase,Increase,700,790000,Yes,"790,000",,20,Very satisfied,No,,About the same,5,Mostly satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Highly important,Not important,Not important,Highly important,Not important,Yes,275,120,23,Other (Please specify),Government Relations,United States,Other (Please specify),Nashville,37215,Male,58,White,Vanderbilt University,,1
Yes,Yes,Equity,Yes,,,No plan,,"401K,Defined benefit pension plan,Medical,Dental,Long-term disability,Life insurance",,0,Yes,Time and a half,,7,Yes,350000,No,No,Yes,No,465,1480,Increase,Increase,800,350000,Yes,0,,-10,Very satisfied,No,,Somewhat more,60,Mostly satisfied,Very satisfied,Very satisfied,Very satisfied,Mostly satisfied,Very satisfied,Mostly satisfied,Very satisfied,Mostly satisfied,Extremely important,Extremely important,Extremely important,Extremely important,Highly important,Yes,240,180,4,Intellectual Property,,United States,Detroit,,48038,Male,46,White,Case Western Reserve University,,1
Yes,Yes,Nonequity,No,Bonus,,Entirely discretionary,,"401K,Profit sharing plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,Yes,Time and a half,,9,No,,Yes,Yes,Yes,No,600,1200,Decrease,Stay the same,1000,300000,Yes,220000,10,,Neither satisfied or dissatisfied,No,,Somewhat less,,Mostly dissatisfied,Mostly satisfied,Very dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Very dissatisfied,Mostly satisfied,Very dissatisfied,Extremely important,Somewhat important,Not important,Highly important,Not important,No,1350,800,12,Employment,,United States,Miami,,33301,Female,50,Black,Harvard University,,1
Yes,Yes,Equity,No,Bonus,,Entirely discretionary,,,,,Yes,Time and a half,,8,Yes,1100000,Yes,Yes,Yes,No,1070,1750,Decrease,Increase,450,875000,No,0,8,,Very dissatisfied,No,,Much less,50,Very dissatisfied,Mostly satisfied,Mostly dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Very dissatisfied,Mostly satisfied,Very dissatisfied,Extremely important,Somewhat important,Not important,Somewhat important,Extremely important,No,1600,450,12,Appellate,,United States,Washington D.C.,,20006,Male,58,White,Yale University,,1
Yes,Yes,Equity,No,"Bonus,Nonequity incentive compensation,Stock",,"Discretionary, based on firm performance",,"401K,Cash balance pension plan",,0,No,Organization doesn't compensate for overtime,,10,No,,Yes,Yes,Yes,Yes,695,2000,Stay the same,Stay the same,1400,800000,Yes,0,8,,Somewhat satisfied,Yes,27,Somewhat less,0,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Mostly satisfied,Mostly satisfied,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,1200,600,8,Product Liability,,United States,Other (Please specify),Other Northeast,0,Male,45,White,William & Mary Law School,,1
Yes,Yes,Equity,Yes,"Bonus,Nonequity incentive compensation",,Other,unknown,Other,unknown,,No,Other,unknown,10,Yes,400000,Yes,Yes,Yes,Yes,474,300,Stay the same,Stay the same,1430,444444,No,0,,0,Very dissatisfied,Yes,11,Much less,0,Very dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Extremely important,Not important,Not important,Not important,Somewhat important,Yes,555,222,13,Environmental,,United States,Other (Please specify),Cincinnati,41042,Male,65,White,Other,,1
Yes,Yes,Nonequity,Yes,Nonequity incentive compensation,,"Formulaic, based on individual performance",,"401K,SERP (Supplemental Executive Retirement Plan),Medical,Dental,Short-term disability,Long-term disability,Life insurance",,10,No,Time and a half,,10,No,,No,No,Yes,No,450,2500,Decrease,Increase,2500,180000,No,"30,000",,-50,Very satisfied,No,,About the same,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Extremely important,Highly important,Highly important,Highly important,Somewhat important,Yes,200,100,5,Employment,,United States,Other (Please specify),pittsburgh pa,15222,Female,54,White,University of Pennsylvania (Carey),,1
Yes,Yes,Equity,Yes,Bonus,,"Formulaic, based on individual performance",,"Medical,Dental,Life insurance",,,No,Organization doesn't compensate for overtime,,10,No,,Yes,No,Yes,No,400,1400,Decrease,Decrease,600,550000,Yes,300000,,35,Somewhat satisfied,No,,About the same,20,Mostly satisfied,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Highly important,Not important,Not important,Highly important,Not important,No,1800,600,5,Other (Please specify),antitrust,Latin America,,,,Male,52,Hispanic,Other,,1
Yes,Yes,Nonequity,No,"Bonus,Nonequity incentive compensation",,"Formulaic, based on individual performance",,"401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,10,No,,Yes,No,Yes,No,800,1240,Stay the same,Increase,550,375000,Yes,250000,9,,Somewhat dissatisfied,Yes,13,Somewhat less,,Mostly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Very satisfied,Mostly satisfied,Extremely important,Extremely important,Not important,Extremely important,Not important,Yes,450,60,4,Media & Entertainment,,United States,Los Angeles,,90067,Female,41,Asian,Boston University,,1
Yes,Yes,Equity,No,Bonus,,"Discretionary, based on firm performance",,"401K,Profit sharing plan,Cash balance pension plan,Medical,Dental,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,9,Yes,"800,000",No,No,Yes,Yes,750,1100,Increase,Increase,750,450000,No,350000,7,,Somewhat dissatisfied,No,,About the same,33,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Highly important,Highly important,Not important,Somewhat important,Not important,Yes,1300,600,16,Transportation,,United States,New York,,10021,Male,52,White,Tulane University,,1
Yes,Yes,Nonequity,Yes,"Bonus,Nonequity incentive compensation",,"Formulaic, based on individual performance",,"401K,Profit sharing plan,Defined benefit pension plan,SERP (Supplemental Executive Retirement Plan),Medical,Dental,Life insurance",,3,Yes,Other,"If the question is aimed at compensation for staff, I don't know but I assume they are paid in accordance with CA law, which is 1.5x up to a certain amount, an 2x over that",10,No,,Yes,No,Yes,Yes,750,1600,Increase,Stay the same,850,300000,Yes,0,,0,Somewhat dissatisfied,No,,About the same,,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly dissatisfied,Mostly dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Highly important,Somewhat important,Not important,Somewhat important,Somewhat important,Yes,280,85,5,Appellate,,United States,Los Angeles,,90067,Male,44,Prefer not to identify,Emory University,,1
Yes,Yes,Nonequity,Yes,"Bonus,Nonequity incentive compensation",,Entirely discretionary,,"401K,Profit sharing plan,Cash balance pension plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,3,No,Time and a half,,10,Yes,350000,No,Yes,Yes,No,875,1000,Decrease,Increase,1200,325000,No,325000,,30,Somewhat dissatisfied,Yes,10,Much less,,Very dissatisfied,Mostly satisfied,Mostly dissatisfied,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Mostly satisfied,Mostly dissatisfied,Highly important,Highly important,Not important,Highly important,Not important,Yes,600,300,12,Benefits,,United States,San Francisco,,94111,Female,52,Asian,Other,,1
Yes,No,,Yes,Bonus,,Entirely discretionary,,,,,No,Organization doesn't compensate for overtime,,7,No,,No,,Yes,No,350,1600,Increase,Increase,250,500000,No,5,,0,Very satisfied,No,,About the same,,Mostly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Very satisfied,Mostly satisfied,Not important,Not important,Not important,Not important,Not important,Yes,26,23,30,Mergers & Acquisitions,,United States,Other (Please specify),Chattanooga,37777,Nonbinary,59,Prefer not to identify,New York University,,1
Yes,Yes,Nonequity,No,,,"Discretionary, based on firm performance",,"401K,Profit sharing plan,Defined benefit pension plan,Cash balance pension plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance,Gym/health club membership",,0,No,Organization doesn't compensate for overtime,,9,Yes,"500,000",Yes,Yes,Yes,No,725,1750,Decrease,Increase,300,525000,No,"150,000",8,,Somewhat satisfied,Yes,22.5,Somewhat less,,Mostly satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Mostly satisfied,Somewhat important,Somewhat important,Somewhat important,Highly important,Somewhat important,Yes,1275,750,12,General Litigation,,United States,Miami,,33131,Male,50,Hispanic,Other,,1
Yes,Yes,Equity,Yes,"Bonus,Nonequity incentive compensation",,"Formulaic, based on firm performance",,"401K,Profit sharing plan,Defined benefit pension plan,Medical,Dental,Short-term disability,Long-term disability",,4.5,No,Time and a half,,10,Yes,"400,000",No,No,Yes,Yes,565,2100,Decrease,Stay the same,200,600000,Yes,"550,000",,10,Very satisfied,Yes,20,Somewhat more,1,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Highly important,Not important,Not important,Somewhat important,Not important,Yes,400,130,4,Employment,,United States,Seattle,,98101,Female,57,Prefer not to identify,University of Washington,,1
Yes,Yes,Equity,No,,,No plan,,"401K,Defined benefit pension plan,Medical,Dental,Long-term disability,Life insurance,Gym/health club membership",,0,No,Other,I don't know.  I'm a partner so we dont get overtime,9,Yes,2.3 million,No,No,Yes,No,1300,2300,Stay the same,Stay the same,500,3700000,Yes,N/A,7,,Very satisfied,No,,Somewhat less,1.5,Mostly dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Very dissatisfied,Very dissatisfied,Extremely important,Extremely important,Extremely important,Highly important,Highly important,Yes,800,250,15,White Collar,,United States,Washington D.C.,,20006,Female,50,White,Harvard University,,1
Yes,Yes,Nonequity,No,Bonus,,Entirely discretionary,,"401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,Yes,Organization doesn't compensate for overtime,,7,No,,Yes,Yes,Yes,No,965,2300,Increase,Stay the same,200,375000,Yes,0,7,,Somewhat dissatisfied,Yes,15,Somewhat less,,Mostly dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Mostly satisfied,Mostly satisfied,Highly important,Highly important,Not important,Highly important,Highly important,No,1600,900,2,Employment,,United States,Los Angeles,,90071,Female,36,White,University of California--Los Angeles,,1
Yes,Yes,Nonequity,Yes,"Bonus,Nonequity incentive compensation",,"Discretionary, based on firm performance",,"401K,Medical,Dental,Long-term disability,Life insurance",,2.5,No,Time and a half,,7,No,,No,No,Yes,No,450,1200,Stay the same,Stay the same,1200,150000,No,150000,,50,Somewhat dissatisfied,Yes,10,Somewhat less,,Mostly dissatisfied,Mostly satisfied,Mostly dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Somewhat important,Somewhat important,Not important,Not important,Not important,Yes,45,30,28,Intellectual Property,,United States,Other (Please specify),Providence,2903,Male,63,White,Columbia University,,1
Yes,Yes,Equity,Yes,"Bonus,Stock",,"Formulaic, based on firm performance",,"Medical,Dental,Car allowance,Company car,Gym/health club membership",,,No,Organization doesn't compensate for overtime,,10,Yes,250000,No,No,Yes,Yes,500,1500,Stay the same,Stay the same,100,500000,Yes,50000,,10,Somewhat satisfied,No,,Somewhat more,10,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,200,20,3,Asset Management,,Western Europe,,,,Male,40,White,Other,,1
Yes,No,,No,Bonus,,Entirely discretionary,,"401K,Profit sharing plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0.00125,No,Other,Hourly staff are compensated but I don't know specifics,8,No,,Yes,,Yes,No,725,1100,Decrease,Stay the same,730,245000,Yes,45000,0,,Somewhat satisfied,No,,Somewhat less,,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly dissatisfied,Very satisfied,Mostly satisfied,Highly important,Extremely important,Highly important,Somewhat important,Somewhat important,Yes,2000,1200,4,Other (Please specify),Land use and zoning,United States,Miami,,33301,Female,59,White,Other,,1
Yes,Yes,Equity,No,"Bonus,Nonequity incentive compensation",,"Formulaic, based on individual performance",,"401K,Profit sharing plan,Medical,Dental,Long-term disability,Life insurance",,4.5,No,Time and a half,,8,No,,No,No,Yes,No,175,1900,Stay the same,Stay the same,300,190000,Yes,10000,7,,Somewhat satisfied,No,,About the same,5,Mostly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Extremely important,Highly important,Somewhat important,Somewhat important,Highly important,Yes,25,10,8,Insurance,,United States,Other (Please specify),Charleston WV,26505,Male,42,White,Other,,1
Yes,No,,No,Bonus,,Other,Based on personal and firm performance,"401K,Defined benefit pension plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,3,Yes,Time and a half,,10,Yes,"185,000",No,,Yes,No,350,1700,Increase,Stay the same,300,245000,Yes,185000,4,,Somewhat satisfied,No,,About the same,,Mostly satisfied,Neither satisfied nor dissatisfied,Very satisfied,Mostly satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Extremely important,Highly important,Highly important,Somewhat important,Highly important,Yes,27,5,25,Other (Please specify),Mediation,United States,Other (Please specify),"Columbia, SC",29201,Female,53,White,University of South Carolina,,1
Yes,Yes,Nonequity,Yes,"Bonus,Nonequity incentive compensation",,Entirely discretionary,,"401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,3,No,Organization doesn't compensate for overtime,,7,No,,No,No,Yes,No,560,1500,Stay the same,Increase,400,340000,Yes,0,,-10,Somewhat satisfied,Yes,20,Somewhat less,,Mostly satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Highly important,Somewhat important,Highly important,Extremely important,Not important,Yes,99,60,20,Insurance,,United States,Chicago,,60606,Male,71,White,Other,,1
